Prompt: E = 4.29288, Q = 8808.75, Time = 2025-08-30 03:06:38.6
Delayed: E = 2.21941, Q = 5034.23, Time = 2025-09-03 03:45:17.9
Prompt: E = 3.80174, Q = 7484.82, Time = 2025-09-03 04:17:26.7
Delayed: E = 2.24385, Q = 4498.94, Time = 2025-09-03 04:17:26.7
Prompt: E = 3.86251, Q = 7732.73, Time = 2025-09-03 04:26:59.9
Delayed: E = 2.17548, Q = 4462.4, Time = 2025-09-03 04:26:59.9
Prompt: E = 5.28844, Q = 11023.5, Time = 2025-09-03 04:43:47.5
Delayed: E = 2.17425, Q = 4844.54, Time = 2025-09-03 04:43:47.5
Prompt: E = 4.12941, Q = 8280.9, Time = 2025-09-03 08:55:04.6
Delayed: E = 2.24356, Q = 4538.89, Time = 2025-09-03 08:55:04.6
Prompt: E = 10.2077, Q = 20047, Time = 2025-09-03 09:22:55.8
Delayed: E = 2.28853, Q = 4833.66, Time = 2025-09-03 09:22:55.8
Prompt: E = 7.12826, Q = 14019, Time = 2025-09-03 09:27:27.7
Delayed: E = 2.10858, Q = 4214.5, Time = 2025-09-03 09:27:27.7
Prompt: E = 4.78117, Q = 9503.63, Time = 2025-09-03 09:47:43.0
Delayed: E = 2.33578, Q = 4907.65, Time = 2025-09-03 09:47:43.0
Prompt: E = 2.52742, Q = 5569.62, Time = 2025-09-03 10:39:42.6
Delayed: E = 2.30597, Q = 5183.45, Time = 2025-09-03 10:39:42.6
Prompt: E = 6.65225, Q = 13680.8, Time = 2025-09-03 10:44:08.8
Delayed: E = 2.32291, Q = 5228.79, Time = 2025-09-03 10:44:08.8
Prompt: E = 6.8345, Q = 13276.5, Time = 2025-09-03 10:45:56.6
Delayed: E = 2.17433, Q = 4573.45, Time = 2025-09-03 10:45:56.6
Prompt: E = 1.43418, Q = 3075, Time = 2025-09-03 11:27:37.3
Delayed: E = 2.19548, Q = 4667.83, Time = 2025-09-03 11:27:37.3
Prompt: E = 5.85167, Q = 12021.8, Time = 2025-09-03 11:56:17.8
Delayed: E = 2.25375, Q = 4864.16, Time = 2025-09-03 11:56:17.8
Prompt: E = 5.25391, Q = 11102.5, Time = 2025-09-03 13:03:30.6
Delayed: E = 2.26849, Q = 5065.81, Time = 2025-09-03 13:03:30.6
Prompt: E = 4.51987, Q = 9444.37, Time = 2025-09-03 13:05:48.7
Delayed: E = 2.23578, Q = 4854.15, Time = 2025-09-03 13:05:48.7
Prompt: E = 6.0314, Q = 11567.5, Time = 2025-09-03 13:16:47.6
Delayed: E = 2.23457, Q = 4441.27, Time = 2025-09-03 13:16:47.6
Prompt: E = 5.87406, Q = 11186.2, Time = 2025-09-03 13:55:04.7
Delayed: E = 2.38362, Q = 4772.8, Time = 2025-09-03 13:55:04.7
Prompt: E = 3.6343, Q = 7519.57, Time = 2025-09-03 14:38:29.1
Delayed: E = 2.19435, Q = 4819.44, Time = 2025-09-03 14:38:29.1
Prompt: E = 4.59705, Q = 9150.49, Time = 2025-09-03 15:00:24.3
Delayed: E = 2.22942, Q = 4641.4, Time = 2025-09-03 15:00:24.3
Prompt: E = 3.3364, Q = 7239.55, Time = 2025-09-03 15:19:34.9
Delayed: E = 2.28284, Q = 4978.8, Time = 2025-09-03 15:19:34.9
Prompt: E = 2.73844, Q = 5573.44, Time = 2025-09-03 15:30:20.9
Delayed: E = 2.1988, Q = 4801.03, Time = 2025-09-03 15:30:20.9
Prompt: E = 5.91009, Q = 11416.5, Time = 2025-09-03 15:35:39.0
Delayed: E = 2.18033, Q = 4527.12, Time = 2025-09-03 15:35:39.0
Prompt: E = 9.88723, Q = 18596.7, Time = 2025-09-03 15:35:39.3
Delayed: E = 2.30238, Q = 4679.76, Time = 2025-09-03 15:35:39.3
Prompt: E = 4.33539, Q = 8882.94, Time = 2025-09-03 15:47:53.7
Delayed: E = 2.19726, Q = 4648.58, Time = 2025-09-03 15:47:53.7
Prompt: E = 5.69387, Q = 11824.6, Time = 2025-09-03 15:52:27.5
Delayed: E = 2.08841, Q = 4698.06, Time = 2025-09-03 15:52:27.5
Prompt: E = 3.81587, Q = 7393.32, Time = 2025-09-03 16:01:20.1
Delayed: E = 2.16241, Q = 4428.97, Time = 2025-09-03 16:01:20.1
Prompt: E = 5.5169, Q = 10790.9, Time = 2025-09-03 16:04:28.0
Delayed: E = 2.23585, Q = 4685.26, Time = 2025-09-03 16:04:28.0
Prompt: E = 3.90247, Q = 7383.08, Time = 2025-09-03 17:16:05.7
Delayed: E = 2.12253, Q = 4225.92, Time = 2025-09-03 17:16:05.7
Prompt: E = 3.21207, Q = 6899.16, Time = 2025-09-03 18:07:33.3
Delayed: E = 2.25453, Q = 4871.82, Time = 2025-09-03 18:07:33.3
Prompt: E = 5.51775, Q = 11641.3, Time = 2025-09-03 18:18:23.8
Delayed: E = 2.34134, Q = 5025.07, Time = 2025-09-03 18:18:23.8
Prompt: E = 4.63525, Q = 9161.38, Time = 2025-09-03 19:21:32.2
Delayed: E = 2.24191, Q = 4947.78, Time = 2025-09-03 19:21:32.2
Prompt: E = 3.7801, Q = 7683.75, Time = 2025-09-03 21:37:33.5
Delayed: E = 2.2034, Q = 4857.84, Time = 2025-09-03 21:37:33.5
Prompt: E = 2.63479, Q = 5616.51, Time = 2025-09-03 21:55:42.2
Delayed: E = 2.30048, Q = 4976.43, Time = 2025-09-03 21:55:42.2
Prompt: E = 3.60559, Q = 7216.75, Time = 2025-09-03 22:55:59.7
Delayed: E = 2.21456, Q = 4476.57, Time = 2025-09-03 22:55:59.7
Prompt: E = 6.49907, Q = 13209.9, Time = 2025-09-04 00:17:42.5
Delayed: E = 2.29426, Q = 4823.6, Time = 2025-09-04 00:17:42.5
Prompt: E = 5.2996, Q = 10137, Time = 2025-09-04 00:26:55.4
Delayed: E = 2.19959, Q = 4544.13, Time = 2025-09-04 00:26:55.4
Prompt: E = 4.50188, Q = 9222.61, Time = 2025-09-04 00:52:22.5
Delayed: E = 2.23671, Q = 4744.06, Time = 2025-09-04 00:52:22.5
Prompt: E = 1.90135, Q = 4302.62, Time = 2025-09-04 00:52:26.0
Delayed: E = 2.21072, Q = 4817.44, Time = 2025-09-04 00:52:26.0
Prompt: E = 3.13887, Q = 6066.44, Time = 2025-09-04 01:31:57.8
Delayed: E = 2.20839, Q = 4402.86, Time = 2025-09-04 01:31:57.8
Prompt: E = 2.46425, Q = 5488.21, Time = 2025-09-04 01:56:43.9
Delayed: E = 2.21467, Q = 4894.67, Time = 2025-09-04 01:56:43.9
Prompt: E = 2.29962, Q = 4748.28, Time = 2025-09-04 02:26:31.5
Delayed: E = 2.19789, Q = 4613.85, Time = 2025-09-04 02:26:31.5
Prompt: E = 3.71295, Q = 7641.23, Time = 2025-09-04 02:47:28.7
Delayed: E = 2.20049, Q = 4899.36, Time = 2025-09-04 02:47:28.7
Prompt: E = 2.35212, Q = 5181.04, Time = 2025-09-04 02:47:38.8
Delayed: E = 2.26087, Q = 4957.75, Time = 2025-09-04 02:47:38.8
Prompt: E = 5.04883, Q = 10625.5, Time = 2025-09-04 02:55:08.2
Delayed: E = 2.26099, Q = 4949.55, Time = 2025-09-04 02:55:08.2
Prompt: E = 0.991678, Q = 2310.23, Time = 2025-09-04 02:59:35.5
Delayed: E = 2.24829, Q = 4846.29, Time = 2025-09-04 02:59:35.5
Prompt: E = 1.28659, Q = 2898.6, Time = 2025-09-04 03:06:22.8
Delayed: E = 2.35219, Q = 5050.83, Time = 2025-09-04 03:06:22.8
Prompt: E = 4.7305, Q = 9955.32, Time = 2025-09-04 03:30:35.7
Delayed: E = 2.27653, Q = 5093.89, Time = 2025-09-04 03:30:35.7
Prompt: E = 3.78269, Q = 7855.25, Time = 2025-09-04 03:40:38.4
Delayed: E = 2.25491, Q = 4872.57, Time = 2025-09-04 03:40:38.4
Prompt: E = 4.39708, Q = 8962.26, Time = 2025-09-04 04:53:44.0
Delayed: E = 2.25282, Q = 4774.08, Time = 2025-09-04 04:53:44.0
Prompt: E = 5.82251, Q = 11028.2, Time = 2025-09-04 06:01:49.8
Delayed: E = 2.19711, Q = 4517.91, Time = 2025-09-04 06:01:49.8
Prompt: E = 2.54971, Q = 5459.6, Time = 2025-09-04 06:17:54.6
Delayed: E = 2.21421, Q = 4802.95, Time = 2025-09-04 06:17:54.6
Prompt: E = 6.8882, Q = 14628.7, Time = 2025-09-04 07:14:29.5
Delayed: E = 2.19502, Q = 5070.24, Time = 2025-09-04 07:14:29.5
Prompt: E = 5.32001, Q = 10253.3, Time = 2025-09-04 07:54:58.1
Delayed: E = 2.32768, Q = 4615.34, Time = 2025-09-04 07:54:58.1
Prompt: E = 4.73534, Q = 9966.69, Time = 2025-09-04 07:55:40.2
Delayed: E = 2.16325, Q = 4806.39, Time = 2025-09-04 07:55:40.2
Prompt: E = 3.4199, Q = 7400.73, Time = 2025-09-04 08:10:12.1
Delayed: E = 2.30433, Q = 5066.56, Time = 2025-09-04 08:10:12.1
Prompt: E = 1.69832, Q = 3592.12, Time = 2025-09-04 08:44:16.8
Delayed: E = 2.29649, Q = 4580.74, Time = 2025-09-04 08:44:16.8
Prompt: E = 3.46057, Q = 7001.85, Time = 2025-09-04 09:24:34.1
Delayed: E = 2.32521, Q = 4828.98, Time = 2025-09-04 09:24:34.1
Prompt: E = 3.5482, Q = 7327.18, Time = 2025-09-04 09:26:00.0
Delayed: E = 2.03013, Q = 4211.01, Time = 2025-09-04 09:26:00.0
Prompt: E = 4.73033, Q = 9900.4, Time = 2025-09-04 10:33:38.5
Delayed: E = 2.18119, Q = 4958.29, Time = 2025-09-04 10:33:38.5
Prompt: E = 2.61926, Q = 5443.33, Time = 2025-09-04 11:27:15.3
Delayed: E = 2.24154, Q = 4602.89, Time = 2025-09-04 11:27:15.3
Prompt: E = 5.96159, Q = 11589.1, Time = 2025-09-04 12:53:07.7
Delayed: E = 2.24879, Q = 4647.49, Time = 2025-09-04 12:53:07.7
Prompt: E = 4.00132, Q = 8147.36, Time = 2025-09-04 13:01:19.8
Delayed: E = 2.28473, Q = 4911.46, Time = 2025-09-04 13:01:19.8
Prompt: E = 4.33524, Q = 8631.39, Time = 2025-09-04 13:02:17.3
Delayed: E = 2.3005, Q = 4698.7, Time = 2025-09-04 13:02:17.3
Prompt: E = 3.26556, Q = 6782.79, Time = 2025-09-04 13:56:18.6
Delayed: E = 2.20835, Q = 4763.74, Time = 2025-09-04 13:56:18.6
Prompt: E = 5.82599, Q = 11120.1, Time = 2025-09-04 14:02:40.6
Delayed: E = 2.32077, Q = 4629.83, Time = 2025-09-04 14:02:40.6
Prompt: E = 5.0612, Q = 10854.7, Time = 2025-09-04 16:14:33.6
Delayed: E = 2.26179, Q = 4974.42, Time = 2025-09-04 16:14:33.6
Prompt: E = 3.37853, Q = 6859.66, Time = 2025-09-04 16:19:32.0
Delayed: E = 2.23129, Q = 4632.5, Time = 2025-09-04 16:19:32.0
Prompt: E = 3.87532, Q = 8039.54, Time = 2025-09-04 16:34:39.8
Delayed: E = 2.10202, Q = 4503.74, Time = 2025-09-04 16:34:39.8
Prompt: E = 3.95669, Q = 7949.43, Time = 2025-09-04 18:06:00.7
Delayed: E = 2.25068, Q = 4710.47, Time = 2025-09-04 18:06:00.7
Prompt: E = 9.33185, Q = 17597, Time = 2025-09-04 18:36:41.8
Delayed: E = 2.36823, Q = 4719.18, Time = 2025-09-04 18:36:41.8
Prompt: E = 4.17902, Q = 8097.4, Time = 2025-09-04 18:57:41.2
Delayed: E = 2.28215, Q = 4614.79, Time = 2025-09-04 18:57:41.2
Prompt: E = 3.14111, Q = 6932.63, Time = 2025-09-04 19:15:29.6
Delayed: E = 2.27305, Q = 5148.23, Time = 2025-09-04 19:15:29.6
Prompt: E = 6.55151, Q = 12505.7, Time = 2025-09-04 19:19:14.3
Delayed: E = 2.30351, Q = 4546.72, Time = 2025-09-04 19:19:14.3
Prompt: E = 1.85581, Q = 3913.87, Time = 2025-09-04 19:34:17.4
Delayed: E = 2.27967, Q = 4560.23, Time = 2025-09-04 19:34:17.4
Prompt: E = 4.54457, Q = 9559.44, Time = 2025-09-04 21:00:58.6
Delayed: E = 2.27835, Q = 4886.01, Time = 2025-09-04 21:00:58.6
Prompt: E = 3.87231, Q = 8167.71, Time = 2025-09-04 21:27:50.3
Delayed: E = 2.26804, Q = 4916.71, Time = 2025-09-04 21:27:50.3
Prompt: E = 2.1627, Q = 4800.69, Time = 2025-09-04 21:44:00.5
Delayed: E = 2.33462, Q = 5047.02, Time = 2025-09-04 21:44:00.5
Prompt: E = 1.96632, Q = 4338.94, Time = 2025-09-04 22:14:50.4
Delayed: E = 2.32224, Q = 5170.96, Time = 2025-09-04 22:14:50.4
Prompt: E = 5.26313, Q = 10623.6, Time = 2025-09-05 00:50:09.9
Delayed: E = 2.20915, Q = 4769.28, Time = 2025-09-05 00:50:09.9
Prompt: E = 1.33342, Q = 2987.75, Time = 2025-09-05 00:53:10.0
Delayed: E = 2.24314, Q = 4824.5, Time = 2025-09-05 00:53:10.0
Prompt: E = 5.22441, Q = 11019, Time = 2025-09-05 01:03:16.0
Delayed: E = 2.29185, Q = 5038.98, Time = 2025-09-05 01:03:16.0
Prompt: E = 6.86502, Q = 13615.8, Time = 2025-09-05 01:18:55.6
Delayed: E = 2.21906, Q = 4711.48, Time = 2025-09-05 01:18:55.6
Prompt: E = 2.11603, Q = 4608.44, Time = 2025-09-05 01:31:47.5
Delayed: E = 2.34405, Q = 5091, Time = 2025-09-05 01:31:47.5
Prompt: E = 1.09732, Q = 2684.4, Time = 2025-09-05 02:41:46.8
Delayed: E = 2.36975, Q = 5110.46, Time = 2025-09-05 02:41:46.8
Prompt: E = 1.07576, Q = 2411.89, Time = 2025-09-05 02:55:36.6
Delayed: E = 2.18885, Q = 4622.83, Time = 2025-09-05 02:55:36.6
Prompt: E = 1.35732, Q = 2969.31, Time = 2025-09-05 03:29:06.2
Delayed: E = 2.2834, Q = 4851.12, Time = 2025-09-05 03:29:06.2
Prompt: E = 4.41398, Q = 9363.9, Time = 2025-09-05 03:55:14.0
Delayed: E = 2.22437, Q = 4890.99, Time = 2025-09-05 03:55:14.0
Prompt: E = 2.28121, Q = 4772.53, Time = 2025-09-05 05:16:05.1
Delayed: E = 2.26247, Q = 4838.95, Time = 2025-09-05 05:16:05.1
Prompt: E = 7.1338, Q = 14534.8, Time = 2025-09-05 06:31:19.4
Delayed: E = 2.15401, Q = 4777.14, Time = 2025-09-05 06:31:19.4
Prompt: E = 6.08841, Q = 12010.9, Time = 2025-09-05 06:38:11.8
Delayed: E = 2.27731, Q = 4760.4, Time = 2025-09-05 06:38:11.8
Prompt: E = 5.57092, Q = 10784.8, Time = 2025-09-05 07:21:15.1
Delayed: E = 2.33571, Q = 4720.9, Time = 2025-09-05 07:21:15.1
Prompt: E = 4.5812, Q = 9096.37, Time = 2025-09-05 08:30:29.6
Delayed: E = 2.22025, Q = 4658.9, Time = 2025-09-05 08:30:29.6
Prompt: E = 2.79398, Q = 5706.41, Time = 2025-09-05 08:32:12.5
Delayed: E = 2.16865, Q = 4545.44, Time = 2025-09-05 08:32:12.5
Prompt: E = 4.4083, Q = 8965.18, Time = 2025-09-05 08:43:17.6
Delayed: E = 2.21163, Q = 4670.5, Time = 2025-09-05 08:43:17.6
Prompt: E = 3.32174, Q = 6655.93, Time = 2025-09-05 08:50:24.5
Delayed: E = 2.23063, Q = 4689.41, Time = 2025-09-05 08:50:24.5
Prompt: E = 2.2639, Q = 4604.64, Time = 2025-09-05 09:38:19.4
Delayed: E = 2.24379, Q = 4711.19, Time = 2025-09-05 09:38:19.4
Prompt: E = 6.39468, Q = 13186.9, Time = 2025-09-05 11:00:34.0
Delayed: E = 2.21036, Q = 4801.8, Time = 2025-09-05 11:00:34.0
Prompt: E = 3.23017, Q = 6643.29, Time = 2025-09-05 11:51:22.9
Delayed: E = 2.21541, Q = 4775.83, Time = 2025-09-05 11:51:22.9
Prompt: E = 3.25873, Q = 6643.22, Time = 2025-09-05 12:11:40.7
Delayed: E = 2.21778, Q = 4661.14, Time = 2025-09-05 12:11:40.7
Prompt: E = 2.02482, Q = 4323.87, Time = 2025-09-05 15:08:00.5
Delayed: E = 2.29939, Q = 4592.84, Time = 2025-09-05 15:08:00.5
Prompt: E = 4.79714, Q = 10114.2, Time = 2025-09-05 15:27:06.3
Delayed: E = 2.0962, Q = 4799.46, Time = 2025-09-05 15:27:06.3
Prompt: E = 7.39104, Q = 15315.8, Time = 2025-09-05 15:28:36.1
Delayed: E = 2.27119, Q = 4953.28, Time = 2025-09-05 15:28:36.1
Prompt: E = 3.17238, Q = 6867.03, Time = 2025-09-05 15:39:51.9
Delayed: E = 2.1233, Q = 4798.67, Time = 2025-09-05 15:39:51.9
Prompt: E = 2.86992, Q = 5706.22, Time = 2025-09-05 16:25:01.4
Delayed: E = 2.10472, Q = 4214.9, Time = 2025-09-05 16:25:01.4
Prompt: E = 5.12002, Q = 10105, Time = 2025-09-05 16:37:32.6
Delayed: E = 2.30916, Q = 4753.29, Time = 2025-09-05 16:37:32.6
Prompt: E = 1.32016, Q = 3035.23, Time = 2025-09-05 16:53:06.6
Delayed: E = 2.27104, Q = 4868.81, Time = 2025-09-05 16:53:06.6
Prompt: E = 3.42175, Q = 7175.62, Time = 2025-09-05 17:26:32.3
Delayed: E = 2.17914, Q = 4644.92, Time = 2025-09-05 17:26:32.3
Prompt: E = 1.35119, Q = 2941.57, Time = 2025-09-05 17:33:24.6
Delayed: E = 2.21037, Q = 4162.1, Time = 2025-09-05 17:33:24.6
Prompt: E = 3.32859, Q = 7109.23, Time = 2025-09-05 19:42:31.8
Delayed: E = 2.16005, Q = 4848.76, Time = 2025-09-05 19:42:31.8
Prompt: E = 9.75522, Q = 19399.3, Time = 2025-09-05 19:54:02.4
Delayed: E = 2.16389, Q = 4545, Time = 2025-09-05 19:54:02.4
Prompt: E = 7.22244, Q = 14867, Time = 2025-09-05 19:54:02.5
Delayed: E = 2.19025, Q = 4698.08, Time = 2025-09-05 19:54:02.5
Prompt: E = 5.43236, Q = 10743.2, Time = 2025-09-05 20:29:38.7
Delayed: E = 2.13879, Q = 4576.6, Time = 2025-09-05 20:29:38.7
Prompt: E = 5.41838, Q = 11277.4, Time = 2025-09-05 20:44:00.3
Delayed: E = 2.17997, Q = 4780.03, Time = 2025-09-05 20:44:00.3
Prompt: E = 3.64115, Q = 7931.28, Time = 2025-09-05 21:08:57.5
Delayed: E = 2.40199, Q = 5355.62, Time = 2025-09-05 21:08:57.5
Prompt: E = 4.16409, Q = 8543.8, Time = 2025-09-05 21:14:37.0
Delayed: E = 2.1958, Q = 4720.92, Time = 2025-09-05 21:14:37.0
Prompt: E = 1.4386, Q = 3111.7, Time = 2025-09-05 23:14:32.8
Delayed: E = 2.26383, Q = 4628.69, Time = 2025-09-05 23:14:32.8
Prompt: E = 3.17033, Q = 6301.97, Time = 2025-09-05 23:18:24.7
Delayed: E = 2.26764, Q = 4611.86, Time = 2025-09-05 23:18:24.7
Prompt: E = 3.11875, Q = 6131.42, Time = 2025-09-05 23:45:05.1
Delayed: E = 2.28842, Q = 4801.96, Time = 2025-09-05 23:45:05.1
Prompt: E = 2.46488, Q = 5502.59, Time = 2025-09-05 23:56:14.4
Delayed: E = 2.2028, Q = 4967.64, Time = 2025-09-05 23:56:14.4
Prompt: E = 5.80763, Q = 12415.6, Time = 2025-09-06 00:26:52.2
Delayed: E = 2.20318, Q = 4887.63, Time = 2025-09-06 00:26:52.2
Prompt: E = 4.46441, Q = 8941.95, Time = 2025-09-06 01:33:33.0
Delayed: E = 2.21083, Q = 4635.21, Time = 2025-09-06 01:33:33.0
Prompt: E = 4.26048, Q = 8330.11, Time = 2025-09-06 02:04:05.8
Delayed: E = 2.21901, Q = 4498.18, Time = 2025-09-06 02:04:05.8
Prompt: E = 2.93457, Q = 6357.68, Time = 2025-09-06 02:56:50.1
Delayed: E = 2.19327, Q = 4792.43, Time = 2025-09-06 02:56:50.1
Prompt: E = 3.09387, Q = 6354.14, Time = 2025-09-06 03:09:34.3
Delayed: E = 2.18538, Q = 4531.08, Time = 2025-09-06 03:09:34.3
Prompt: E = 6.22043, Q = 13081.7, Time = 2025-09-06 03:41:52.9
Delayed: E = 2.21694, Q = 4847.95, Time = 2025-09-06 03:41:52.9
Prompt: E = 5.5607, Q = 11423.6, Time = 2025-09-06 04:08:13.9
Delayed: E = 2.12704, Q = 4368.27, Time = 2025-09-06 04:08:13.9
Prompt: E = 5.42773, Q = 10774.1, Time = 2025-09-06 04:09:21.4
Delayed: E = 2.25567, Q = 4756.4, Time = 2025-09-06 04:09:21.4
Prompt: E = 6.03826, Q = 11664.7, Time = 2025-09-06 04:13:44.9
Delayed: E = 2.21588, Q = 4459.93, Time = 2025-09-06 04:13:44.9
Prompt: E = 1.70756, Q = 3874.93, Time = 2025-09-06 04:20:52.6
Delayed: E = 2.12769, Q = 4972.12, Time = 2025-09-06 04:20:52.6
Prompt: E = 7.14493, Q = 13501.4, Time = 2025-09-06 05:19:00.9
Delayed: E = 2.16319, Q = 4337.4, Time = 2025-09-06 05:19:00.9
Prompt: E = 6.43388, Q = 12383.9, Time = 2025-09-06 05:59:01.1
Delayed: E = 2.32107, Q = 4684.95, Time = 2025-09-06 05:59:01.1
Prompt: E = 1.53982, Q = 3304.43, Time = 2025-09-06 06:00:19.2
Delayed: E = 2.21765, Q = 4454.56, Time = 2025-09-06 06:00:19.2
Prompt: E = 2.14452, Q = 4026.87, Time = 2025-09-06 06:12:17.3
Delayed: E = 2.36328, Q = 4126.31, Time = 2025-09-06 06:12:17.3
Prompt: E = 2.99879, Q = 6294.46, Time = 2025-09-06 09:52:52.4
Delayed: E = 2.26931, Q = 4979.78, Time = 2025-09-06 09:52:52.4
Prompt: E = 1.15161, Q = 2520.06, Time = 2025-09-06 09:55:21.6
Delayed: E = 2.17216, Q = 4460.61, Time = 2025-09-06 09:55:21.6
Prompt: E = 3.12891, Q = 6466.05, Time = 2025-09-06 10:26:12.7
Delayed: E = 2.17912, Q = 4552.32, Time = 2025-09-06 10:26:12.7
Prompt: E = 1.74836, Q = 3887.27, Time = 2025-09-06 11:45:33.0
Delayed: E = 2.30318, Q = 4905.25, Time = 2025-09-06 11:45:33.0
Prompt: E = 2.12168, Q = 4466.62, Time = 2025-09-06 12:37:18.5
Delayed: E = 2.27949, Q = 4794.26, Time = 2025-09-06 12:37:18.5
Prompt: E = 3.38294, Q = 7130.42, Time = 2025-09-06 15:02:57.7
Delayed: E = 2.21194, Q = 4425.69, Time = 2025-09-06 15:02:57.7
Prompt: E = 3.61689, Q = 7274.87, Time = 2025-09-06 15:33:21.6
Delayed: E = 2.22521, Q = 4579.45, Time = 2025-09-06 15:33:21.6
Prompt: E = 3.6473, Q = 7193.73, Time = 2025-09-06 15:41:51.7
Delayed: E = 2.24996, Q = 4613.41, Time = 2025-09-06 15:41:51.7
Prompt: E = 5.81667, Q = 12284, Time = 2025-09-06 15:44:30.5
Delayed: E = 2.27296, Q = 4987.44, Time = 2025-09-06 15:44:30.5
Prompt: E = 4.25144, Q = 8224.24, Time = 2025-09-06 15:53:06.9
Delayed: E = 2.15281, Q = 4417.17, Time = 2025-09-06 15:53:06.9
Prompt: E = 1.28084, Q = 2925.41, Time = 2025-09-06 16:17:34.9
Delayed: E = 2.2096, Q = 4697.5, Time = 2025-09-06 16:17:34.9
Prompt: E = 2.50037, Q = 5322.8, Time = 2025-09-06 16:29:48.6
Delayed: E = 2.26256, Q = 4965.37, Time = 2025-09-06 16:29:48.6
Prompt: E = 4.1506, Q = 8682.22, Time = 2025-09-06 17:46:28.4
Delayed: E = 2.22445, Q = 4805.31, Time = 2025-09-06 17:46:28.4
Prompt: E = 3.09453, Q = 6247.09, Time = 2025-09-06 18:46:34.7
Delayed: E = 2.16745, Q = 4509.28, Time = 2025-09-06 18:46:34.7
Prompt: E = 4.65864, Q = 9444.94, Time = 2025-09-06 19:39:09.3
Delayed: E = 2.21292, Q = 4662.16, Time = 2025-09-06 19:39:09.3
Prompt: E = 5.40269, Q = 10962.1, Time = 2025-09-06 19:39:10.3
Delayed: E = 2.2198, Q = 4731.61, Time = 2025-09-06 19:39:10.3
Prompt: E = 6.9825, Q = 13301.1, Time = 2025-09-06 20:46:25.5
Delayed: E = 2.27987, Q = 4593.21, Time = 2025-09-06 20:46:25.5
Prompt: E = 7.47688, Q = 15017.2, Time = 2025-09-06 21:22:38.3
Delayed: E = 2.30196, Q = 4887.81, Time = 2025-09-06 21:22:38.3
Prompt: E = 2.50582, Q = 4990.93, Time = 2025-09-06 21:36:41.9
Delayed: E = 2.23004, Q = 4596.14, Time = 2025-09-06 21:36:41.9
Prompt: E = 4.22744, Q = 8993.67, Time = 2025-09-06 22:15:46.1
Delayed: E = 2.19919, Q = 4846.05, Time = 2025-09-06 22:15:46.1
Prompt: E = 4.66863, Q = 9186.39, Time = 2025-09-06 23:09:34.7
Delayed: E = 2.24839, Q = 4639.38, Time = 2025-09-06 23:09:34.7
Prompt: E = 5.11246, Q = 10741.1, Time = 2025-09-06 23:09:51.6
Delayed: E = 2.21914, Q = 4918.18, Time = 2025-09-06 23:09:51.6
Prompt: E = 1.21759, Q = 2915.84, Time = 2025-09-06 23:17:32.6
Delayed: E = 2.34561, Q = 5096.54, Time = 2025-09-06 23:17:32.6
Prompt: E = 1.0398, Q = 2408.66, Time = 2025-09-06 23:19:58.2
Delayed: E = 2.29007, Q = 5035.25, Time = 2025-09-06 23:19:58.2
Prompt: E = 2.43215, Q = 5172.9, Time = 2025-09-06 23:49:24.1
Delayed: E = 2.21369, Q = 4789.88, Time = 2025-09-06 23:49:24.1
Prompt: E = 5.36526, Q = 10348.5, Time = 2025-09-06 23:55:29.8
Delayed: E = 2.24033, Q = 4702.24, Time = 2025-09-06 23:55:29.8
Prompt: E = 3.94392, Q = 8130.36, Time = 2025-09-07 02:50:36.2
Delayed: E = 2.27037, Q = 5026.24, Time = 2025-09-07 02:50:36.2
Prompt: E = 4.23394, Q = 8123.28, Time = 2025-09-07 03:17:13.6
Delayed: E = 2.21324, Q = 4295.27, Time = 2025-09-07 03:17:13.6
Prompt: E = 4.89909, Q = 10070.6, Time = 2025-09-07 03:49:02.6
Delayed: E = 2.31696, Q = 4892.71, Time = 2025-09-07 03:49:02.6
Prompt: E = 10.5359, Q = 22123.4, Time = 2025-09-07 03:50:43.7
Delayed: E = 2.30793, Q = 5227.99, Time = 2025-09-07 03:50:43.7
Prompt: E = 2.22229, Q = 4754.37, Time = 2025-09-07 03:56:14.2
Delayed: E = 2.21061, Q = 4877.23, Time = 2025-09-07 03:56:14.2
Prompt: E = 5.35843, Q = 11013.6, Time = 2025-09-07 04:32:17.4
Delayed: E = 2.24584, Q = 4844.98, Time = 2025-09-07 04:32:17.4
Prompt: E = 1.77203, Q = 4016.55, Time = 2025-09-07 04:37:13.8
Delayed: E = 2.21784, Q = 4865.43, Time = 2025-09-07 04:37:13.8
Prompt: E = 1.34343, Q = 2981.23, Time = 2025-09-07 06:09:22.3
Delayed: E = 2.22718, Q = 4744.64, Time = 2025-09-07 06:09:22.3
Prompt: E = 5.16745, Q = 10633.5, Time = 2025-09-07 06:16:17.9
Delayed: E = 2.05784, Q = 4411.46, Time = 2025-09-07 06:16:17.9
Prompt: E = 1.93881, Q = 4133.98, Time = 2025-09-07 07:09:05.3
Delayed: E = 2.18883, Q = 4662.62, Time = 2025-09-07 07:09:05.3
Prompt: E = 3.96951, Q = 7990.5, Time = 2025-09-07 09:16:05.4
Delayed: E = 2.31092, Q = 4929.65, Time = 2025-09-07 09:16:05.4
Prompt: E = 1.88805, Q = 4042.13, Time = 2025-09-07 09:28:28.6
Delayed: E = 2.23529, Q = 4690.99, Time = 2025-09-07 09:28:28.6
