Prompt: E = 4.29288, Time = 2025-08-30 03:06:38.6
Prompt: E = 4.73534, Time = 2025-09-04 07:55:40.2
Delayed: E = 2.16325, Time = 2025-09-04 07:55:40.2
Prompt: E = 3.4199, Time = 2025-09-04 08:10:12.1
Delayed: E = 2.30433, Time = 2025-09-04 08:10:12.1
Prompt: E = 1.69832, Time = 2025-09-04 08:44:16.8
Delayed: E = 2.29649, Time = 2025-09-04 08:44:16.8
Prompt: E = 3.46057, Time = 2025-09-04 09:24:34.1
Delayed: E = 2.32521, Time = 2025-09-04 09:24:34.1
Prompt: E = 3.5482, Time = 2025-09-04 09:26:00.0
Delayed: E = 2.03013, Time = 2025-09-04 09:26:00.0
Prompt: E = 4.73033, Time = 2025-09-04 10:33:38.5
Delayed: E = 2.18119, Time = 2025-09-04 10:33:38.5
Prompt: E = 2.61926, Time = 2025-09-04 11:27:15.3
Delayed: E = 2.24154, Time = 2025-09-04 11:27:15.3
Prompt: E = 5.96159, Time = 2025-09-04 12:53:07.7
Delayed: E = 2.24879, Time = 2025-09-04 12:53:07.8
Prompt: E = 4.00132, Time = 2025-09-04 13:01:19.8
Delayed: E = 2.28473, Time = 2025-09-04 13:01:19.8
Prompt: E = 4.33524, Time = 2025-09-04 13:02:17.3
Delayed: E = 2.3005, Time = 2025-09-04 13:02:17.3
Prompt: E = 3.26556, Time = 2025-09-04 13:56:18.6
Delayed: E = 2.20835, Time = 2025-09-04 13:56:18.6
Prompt: E = 5.82599, Time = 2025-09-04 14:02:40.6
Delayed: E = 2.32077, Time = 2025-09-04 14:02:40.6
Prompt: E = 5.0612, Time = 2025-09-04 16:14:33.6
Delayed: E = 2.26179, Time = 2025-09-04 16:14:33.6
Prompt: E = 3.37853, Time = 2025-09-04 16:19:32.0
Delayed: E = 2.23129, Time = 2025-09-04 16:19:32.0
Prompt: E = 3.87532, Time = 2025-09-04 16:34:39.8
Delayed: E = 2.10202, Time = 2025-09-04 16:34:39.8
Prompt: E = 3.95669, Time = 2025-09-04 18:06:00.7
Delayed: E = 2.25068, Time = 2025-09-04 18:06:00.7
Prompt: E = 3.14111, Time = 2025-09-04 19:15:29.6
Delayed: E = 2.27305, Time = 2025-09-04 19:15:29.6
Prompt: E = 6.55151, Time = 2025-09-04 19:19:14.3
Delayed: E = 2.30351, Time = 2025-09-04 19:19:14.3
Prompt: E = 1.85581, Time = 2025-09-04 19:34:17.4
Delayed: E = 2.27967, Time = 2025-09-04 19:34:17.4
Prompt: E = 4.54457, Time = 2025-09-04 21:00:58.6
Delayed: E = 2.27835, Time = 2025-09-04 21:00:58.6
Prompt: E = 3.87231, Time = 2025-09-04 21:27:50.3
Delayed: E = 2.26804, Time = 2025-09-04 21:27:50.3
Prompt: E = 2.1627, Time = 2025-09-04 21:44:00.5
Delayed: E = 2.33462, Time = 2025-09-04 21:44:00.5
Prompt: E = 1.96632, Time = 2025-09-04 22:14:50.4
Delayed: E = 2.32224, Time = 2025-09-04 22:14:50.4
Prompt: E = 5.26313, Time = 2025-09-05 00:50:09.9
Delayed: E = 2.20915, Time = 2025-09-05 00:50:09.9
Prompt: E = 1.33342, Time = 2025-09-05 00:53:10.0
Delayed: E = 2.24314, Time = 2025-09-05 00:53:10.0
Prompt: E = 5.22441, Time = 2025-09-05 01:03:16.0
Delayed: E = 2.29185, Time = 2025-09-05 01:03:16.0
Prompt: E = 6.86502, Time = 2025-09-05 01:18:55.6
Delayed: E = 2.21906, Time = 2025-09-05 01:18:55.6
Prompt: E = 2.11603, Time = 2025-09-05 01:31:47.5
Delayed: E = 2.34405, Time = 2025-09-05 01:31:47.5
Prompt: E = 1.09732, Time = 2025-09-05 02:41:46.8
Delayed: E = 2.36975, Time = 2025-09-05 02:41:46.8
Prompt: E = 1.07576, Time = 2025-09-05 02:55:36.6
Delayed: E = 2.18885, Time = 2025-09-05 02:55:36.6
Prompt: E = 1.35732, Time = 2025-09-05 03:29:06.2
Delayed: E = 2.2834, Time = 2025-09-05 03:29:06.2
Prompt: E = 4.41398, Time = 2025-09-05 03:55:14.0
Delayed: E = 2.22437, Time = 2025-09-05 03:55:14.0
Prompt: E = 2.28121, Time = 2025-09-05 05:16:05.1
Delayed: E = 2.26247, Time = 2025-09-05 05:16:05.1
Prompt: E = 7.1338, Time = 2025-09-05 06:31:19.4
Delayed: E = 2.15401, Time = 2025-09-05 06:31:19.4
Prompt: E = 6.08841, Time = 2025-09-05 06:38:11.8
Delayed: E = 2.27731, Time = 2025-09-05 06:38:11.8
Prompt: E = 5.57092, Time = 2025-09-05 07:21:15.1
Delayed: E = 2.33571, Time = 2025-09-05 07:21:15.1
Prompt: E = 4.5812, Time = 2025-09-05 08:30:29.6
Delayed: E = 2.22025, Time = 2025-09-05 08:30:29.6
Prompt: E = 2.79398, Time = 2025-09-05 08:32:12.5
Delayed: E = 2.16865, Time = 2025-09-05 08:32:12.5
Prompt: E = 4.4083, Time = 2025-09-05 08:43:17.6
Delayed: E = 2.21163, Time = 2025-09-05 08:43:17.6
Prompt: E = 3.32174, Time = 2025-09-05 08:50:24.5
Delayed: E = 2.23063, Time = 2025-09-05 08:50:24.5
Prompt: E = 2.2639, Time = 2025-09-05 09:38:19.4
Delayed: E = 2.24379, Time = 2025-09-05 09:38:19.4
Prompt: E = 6.39468, Time = 2025-09-05 11:00:34.0
Delayed: E = 2.21036, Time = 2025-09-05 11:00:34.0
Prompt: E = 3.23017, Time = 2025-09-05 11:51:22.9
Delayed: E = 2.21541, Time = 2025-09-05 11:51:22.9
Prompt: E = 3.25873, Time = 2025-09-05 12:11:40.7
Delayed: E = 2.21778, Time = 2025-09-05 12:11:40.7
Prompt: E = 2.02482, Time = 2025-09-05 15:08:00.5
Delayed: E = 2.29939, Time = 2025-09-05 15:08:00.5
Prompt: E = 4.79714, Time = 2025-09-05 15:27:06.3
Delayed: E = 2.0962, Time = 2025-09-05 15:27:06.3
Prompt: E = 7.39104, Time = 2025-09-05 15:28:36.1
Delayed: E = 2.27119, Time = 2025-09-05 15:28:36.1
Prompt: E = 3.17238, Time = 2025-09-05 15:39:51.9
Delayed: E = 2.1233, Time = 2025-09-05 15:39:51.9
Prompt: E = 2.86992, Time = 2025-09-05 16:25:01.4
Delayed: E = 2.10472, Time = 2025-09-05 16:25:01.4
Prompt: E = 5.12002, Time = 2025-09-05 16:37:32.6
Delayed: E = 2.30916, Time = 2025-09-05 16:37:32.6
Prompt: E = 1.32016, Time = 2025-09-05 16:53:06.6
Delayed: E = 2.27104, Time = 2025-09-05 16:53:06.6
Prompt: E = 3.42175, Time = 2025-09-05 17:26:32.3
Delayed: E = 2.17914, Time = 2025-09-05 17:26:32.3
Prompt: E = 1.35119, Time = 2025-09-05 17:33:24.6
Delayed: E = 2.21037, Time = 2025-09-05 17:33:24.6
Prompt: E = 3.32859, Time = 2025-09-05 19:42:31.8
Delayed: E = 2.16005, Time = 2025-09-05 19:42:31.8
Prompt: E = 9.75522, Time = 2025-09-05 19:54:02.4
Delayed: E = 2.16389, Time = 2025-09-05 19:54:02.4
Prompt: E = 7.22244, Time = 2025-09-05 19:54:02.5
Delayed: E = 2.19025, Time = 2025-09-05 19:54:02.5
Prompt: E = 5.43236, Time = 2025-09-05 20:29:38.7
Delayed: E = 2.13879, Time = 2025-09-05 20:29:38.7
Prompt: E = 5.41838, Time = 2025-09-05 20:44:00.3
Delayed: E = 2.17997, Time = 2025-09-05 20:44:00.3
Prompt: E = 3.64115, Time = 2025-09-05 21:08:57.5
Delayed: E = 2.40199, Time = 2025-09-05 21:08:57.5
Prompt: E = 4.16409, Time = 2025-09-05 21:14:37.0
Delayed: E = 2.1958, Time = 2025-09-05 21:14:37.0
Prompt: E = 1.4386, Time = 2025-09-05 23:14:32.8
Delayed: E = 2.26383, Time = 2025-09-05 23:14:32.8
Prompt: E = 3.17033, Time = 2025-09-05 23:18:24.7
Delayed: E = 2.26764, Time = 2025-09-05 23:18:24.7
Prompt: E = 3.11875, Time = 2025-09-05 23:45:05.1
Delayed: E = 2.28842, Time = 2025-09-05 23:45:05.1
Prompt: E = 2.46488, Time = 2025-09-05 23:56:14.4
Delayed: E = 2.2028, Time = 2025-09-05 23:56:14.4
Prompt: E = 5.80763, Time = 2025-09-06 00:26:52.2
Delayed: E = 2.20318, Time = 2025-09-06 00:26:52.2
Prompt: E = 4.46441, Time = 2025-09-06 01:33:33.0
Delayed: E = 2.21083, Time = 2025-09-06 01:33:33.0
Prompt: E = 4.26048, Time = 2025-09-06 02:04:05.8
Delayed: E = 2.21901, Time = 2025-09-06 02:04:05.8
Prompt: E = 2.93457, Time = 2025-09-06 02:56:50.1
Delayed: E = 2.19327, Time = 2025-09-06 02:56:50.1
Prompt: E = 3.09387, Time = 2025-09-06 03:09:34.3
Delayed: E = 2.18538, Time = 2025-09-06 03:09:34.3
Prompt: E = 6.22043, Time = 2025-09-06 03:41:52.9
Delayed: E = 2.21694, Time = 2025-09-06 03:41:52.9
Prompt: E = 5.5607, Time = 2025-09-06 04:08:13.9
Delayed: E = 2.12704, Time = 2025-09-06 04:08:13.9
Prompt: E = 6.03826, Time = 2025-09-06 04:13:44.9
Delayed: E = 2.21588, Time = 2025-09-06 04:13:44.9
Prompt: E = 1.70756, Time = 2025-09-06 04:20:52.6
Delayed: E = 2.12769, Time = 2025-09-06 04:20:52.6
Prompt: E = 7.60201, Time = 2025-09-06 05:19:00.2
Delayed: E = 2.19353, Time = 2025-09-06 05:19:00.2
Prompt: E = 7.14493, Time = 2025-09-06 05:19:00.9
Delayed: E = 2.16319, Time = 2025-09-06 05:19:00.9
Prompt: E = 6.43388, Time = 2025-09-06 05:59:01.1
Delayed: E = 2.32107, Time = 2025-09-06 05:59:01.1
Prompt: E = 1.53982, Time = 2025-09-06 06:00:19.2
Delayed: E = 2.21765, Time = 2025-09-06 06:00:19.2
Prompt: E = 2.14452, Time = 2025-09-06 06:12:17.3
Delayed: E = 2.36328, Time = 2025-09-06 06:12:17.3
Prompt: E = 2.99879, Time = 2025-09-06 09:52:52.4
Delayed: E = 2.26931, Time = 2025-09-06 09:52:52.4
Prompt: E = 1.15161, Time = 2025-09-06 09:55:21.6
Delayed: E = 2.17216, Time = 2025-09-06 09:55:21.6
Prompt: E = 3.12891, Time = 2025-09-06 10:26:12.7
Delayed: E = 2.17912, Time = 2025-09-06 10:26:12.7
Prompt: E = 1.74836, Time = 2025-09-06 11:45:33.0
Delayed: E = 2.30318, Time = 2025-09-06 11:45:33.0
Prompt: E = 2.12168, Time = 2025-09-06 12:37:18.5
Delayed: E = 2.27949, Time = 2025-09-06 12:37:18.5
Prompt: E = 3.38294, Time = 2025-09-06 15:02:57.7
Delayed: E = 2.21194, Time = 2025-09-06 15:02:57.7
Prompt: E = 3.61689, Time = 2025-09-06 15:33:21.6
Delayed: E = 2.22521, Time = 2025-09-06 15:33:21.6
Prompt: E = 5.81667, Time = 2025-09-06 15:44:30.5
Delayed: E = 2.27296, Time = 2025-09-06 15:44:30.5
Prompt: E = 4.25144, Time = 2025-09-06 15:53:06.9
Delayed: E = 2.15281, Time = 2025-09-06 15:53:06.9
Prompt: E = 1.28084, Time = 2025-09-06 16:17:34.9
Delayed: E = 2.2096, Time = 2025-09-06 16:17:34.9
Prompt: E = 2.50037, Time = 2025-09-06 16:29:48.6
Delayed: E = 2.26256, Time = 2025-09-06 16:29:48.6
Prompt: E = 4.1506, Time = 2025-09-06 17:46:28.4
Delayed: E = 2.22445, Time = 2025-09-06 17:46:28.4
Prompt: E = 3.09453, Time = 2025-09-06 18:46:34.7
Delayed: E = 2.16745, Time = 2025-09-06 18:46:34.7
Prompt: E = 4.65864, Time = 2025-09-06 19:39:09.3
Delayed: E = 2.21292, Time = 2025-09-06 19:39:09.3
Prompt: E = 5.40269, Time = 2025-09-06 19:39:10.3
Delayed: E = 2.2198, Time = 2025-09-06 19:39:10.3
Prompt: E = 6.9825, Time = 2025-09-06 20:46:25.5
Delayed: E = 2.27987, Time = 2025-09-06 20:46:25.5
Prompt: E = 7.47688, Time = 2025-09-06 21:22:38.3
Delayed: E = 2.30196, Time = 2025-09-06 21:22:38.3
Prompt: E = 2.50582, Time = 2025-09-06 21:36:41.9
Delayed: E = 2.23004, Time = 2025-09-06 21:36:41.9
Prompt: E = 4.22744, Time = 2025-09-06 22:15:46.1
Delayed: E = 2.19919, Time = 2025-09-06 22:15:46.1
Prompt: E = 4.66863, Time = 2025-09-06 23:09:34.7
Delayed: E = 2.24839, Time = 2025-09-06 23:09:34.7
Prompt: E = 5.11246, Time = 2025-09-06 23:09:51.6
Delayed: E = 2.21914, Time = 2025-09-06 23:09:51.6
Prompt: E = 1.21759, Time = 2025-09-06 23:17:32.6
Delayed: E = 2.34561, Time = 2025-09-06 23:17:32.6
Prompt: E = 1.0398, Time = 2025-09-06 23:19:58.2
Delayed: E = 2.29007, Time = 2025-09-06 23:19:58.2
Prompt: E = 2.43215, Time = 2025-09-06 23:49:24.1
Delayed: E = 2.21369, Time = 2025-09-06 23:49:24.1
Prompt: E = 5.36526, Time = 2025-09-06 23:55:29.8
Delayed: E = 2.24033, Time = 2025-09-06 23:55:29.8
Prompt: E = 3.94392, Time = 2025-09-07 02:50:36.2
Delayed: E = 2.27037, Time = 2025-09-07 02:50:36.2
Prompt: E = 4.23394, Time = 2025-09-07 03:17:13.6
Delayed: E = 2.21324, Time = 2025-09-07 03:17:13.6
Prompt: E = 4.89909, Time = 2025-09-07 03:49:02.6
Delayed: E = 2.31696, Time = 2025-09-07 03:49:02.6
Prompt: E = 10.5359, Time = 2025-09-07 03:50:43.7
Delayed: E = 2.30793, Time = 2025-09-07 03:50:43.7
Prompt: E = 2.22229, Time = 2025-09-07 03:56:14.2
Delayed: E = 2.21061, Time = 2025-09-07 03:56:14.2
Prompt: E = 5.35843, Time = 2025-09-07 04:32:17.4
Delayed: E = 2.24584, Time = 2025-09-07 04:32:17.4
Prompt: E = 1.77203, Time = 2025-09-07 04:37:13.8
Delayed: E = 2.21784, Time = 2025-09-07 04:37:13.8
Prompt: E = 1.34343, Time = 2025-09-07 06:09:22.3
Delayed: E = 2.22718, Time = 2025-09-07 06:09:22.3
Prompt: E = 5.16745, Time = 2025-09-07 06:16:17.9
Delayed: E = 2.05784, Time = 2025-09-07 06:16:17.9
Prompt: E = 4.13278, Time = 2025-09-07 06:37:44.4
Delayed: E = 2.23008, Time = 2025-09-07 06:37:44.4
Prompt: E = 1.93881, Time = 2025-09-07 07:09:05.3
Delayed: E = 2.18883, Time = 2025-09-07 07:09:05.3
Prompt: E = 3.96951, Time = 2025-09-07 09:16:05.4
Delayed: E = 2.31092, Time = 2025-09-07 09:16:05.4
Prompt: E = 1.88805, Time = 2025-09-07 09:28:28.6
Delayed: E = 2.23529, Time = 2025-09-07 09:28:28.6
Prompt: E = 6.60196, Time = 2025-09-07 11:10:43.5
Delayed: E = 2.11401, Time = 2025-09-07 11:10:43.5
Prompt: E = 3.20352, Time = 2025-09-07 11:36:31.6
Delayed: E = 2.33671, Time = 2025-09-07 11:36:31.6
Prompt: E = 1.09311, Time = 2025-09-07 12:03:15.9
Delayed: E = 2.23868, Time = 2025-09-07 12:03:15.9
Prompt: E = 4.29366, Time = 2025-09-07 13:28:48.8
Delayed: E = 2.19623, Time = 2025-09-07 13:28:48.8
Prompt: E = 6.44973, Time = 2025-09-07 17:11:25.4
Delayed: E = 2.22402, Time = 2025-09-07 17:11:25.4
Prompt: E = 2.4937, Time = 2025-09-07 18:57:02.6
Delayed: E = 2.30654, Time = 2025-09-07 18:57:02.6
Prompt: E = 3.44149, Time = 2025-09-07 18:58:44.7
Delayed: E = 2.17581, Time = 2025-09-07 18:58:44.7
Prompt: E = 4.30198, Time = 2025-09-07 19:16:50.5
Delayed: E = 2.22003, Time = 2025-09-07 19:16:50.5
Prompt: E = 2.44861, Time = 2025-09-07 19:47:27.5
Delayed: E = 2.25036, Time = 2025-09-07 19:47:27.5
Prompt: E = 5.39968, Time = 2025-09-07 19:48:21.2
Delayed: E = 2.35039, Time = 2025-09-07 19:48:21.2
Prompt: E = 5.63112, Time = 2025-09-07 21:08:45.9
Delayed: E = 2.26068, Time = 2025-09-07 21:08:45.9
Prompt: E = 4.94848, Time = 2025-09-07 21:38:07.8
Delayed: E = 2.2097, Time = 2025-09-07 21:38:07.8
Prompt: E = 4.1878, Time = 2025-09-07 21:42:45.7
Delayed: E = 2.34514, Time = 2025-09-07 21:42:45.7
Prompt: E = 4.6536, Time = 2025-09-07 21:42:45.7
Delayed: E = 2.25123, Time = 2025-09-07 21:42:45.7
Prompt: E = 6.74097, Time = 2025-09-07 22:07:26.3
Delayed: E = 2.29251, Time = 2025-09-07 22:07:26.3
Prompt: E = 3.8636, Time = 2025-09-07 22:27:27.6
Delayed: E = 2.24972, Time = 2025-09-07 22:27:27.6
Prompt: E = 3.39416, Time = 2025-09-07 23:24:10.9
Delayed: E = 2.1011, Time = 2025-09-07 23:24:10.9
Prompt: E = 4.83485, Time = 2025-09-07 23:34:08.3
Delayed: E = 2.26552, Time = 2025-09-07 23:34:08.3
Prompt: E = 0.982548, Time = 2025-09-07 23:35:06.9
Delayed: E = 2.4134, Time = 2025-09-07 23:35:06.9
Prompt: E = 1.61577, Time = 2025-09-08 01:13:34.1
Delayed: E = 2.14208, Time = 2025-09-08 01:13:34.1
Prompt: E = 5.77162, Time = 2025-09-08 02:07:08.4
Delayed: E = 2.12735, Time = 2025-09-08 02:07:08.4
Prompt: E = 2.17001, Time = 2025-09-08 02:32:11.2
Delayed: E = 2.30406, Time = 2025-09-08 02:32:11.2
Prompt: E = 1.91875, Time = 2025-09-08 03:07:55.7
Delayed: E = 2.18654, Time = 2025-09-08 03:07:55.7
Prompt: E = 3.1613, Time = 2025-09-08 03:09:28.6
Delayed: E = 2.17063, Time = 2025-09-08 03:09:28.6
Prompt: E = 3.50774, Time = 2025-09-08 03:10:03.0
Delayed: E = 2.08058, Time = 2025-09-08 03:10:03.0
Prompt: E = 4.65803, Time = 2025-09-08 03:25:34.0
Delayed: E = 2.30925, Time = 2025-09-08 03:25:34.0
Prompt: E = 4.36653, Time = 2025-09-08 03:56:38.6
Delayed: E = 2.17543, Time = 2025-09-08 03:56:38.6
Prompt: E = 2.2014, Time = 2025-09-08 06:48:25.8
Delayed: E = 2.34127, Time = 2025-09-08 06:48:25.8
Prompt: E = 3.568, Time = 2025-09-08 06:55:44.6
Delayed: E = 2.29674, Time = 2025-09-08 06:55:44.6
Prompt: E = 4.32021, Time = 2025-09-08 07:21:52.1
Delayed: E = 2.13735, Time = 2025-09-08 07:21:52.1
Prompt: E = 6.52535, Time = 2025-09-08 07:35:33.2
Delayed: E = 2.26843, Time = 2025-09-08 07:35:33.2
Prompt: E = 3.87433, Time = 2025-09-08 11:49:47.4
Delayed: E = 2.17466, Time = 2025-09-08 11:49:47.4
Prompt: E = 3.58146, Time = 2025-09-08 11:52:47.0
Delayed: E = 2.29705, Time = 2025-09-08 11:52:47.0
Prompt: E = 3.05764, Time = 2025-09-08 12:34:23.1
Delayed: E = 2.2811, Time = 2025-09-08 12:34:23.1
Prompt: E = 5.473, Time = 2025-09-08 12:45:20.6
Delayed: E = 2.21252, Time = 2025-09-08 12:45:20.6
Prompt: E = 5.18778, Time = 2025-09-08 12:57:43.1
Delayed: E = 2.15947, Time = 2025-09-08 12:57:43.1
Prompt: E = 1.63667, Time = 2025-09-08 13:06:47.9
Delayed: E = 2.19054, Time = 2025-09-08 13:06:47.9
Prompt: E = 2.76956, Time = 2025-09-08 13:36:16.0
Delayed: E = 2.11984, Time = 2025-09-08 13:36:16.0
Prompt: E = 1.64078, Time = 2025-09-08 13:55:36.0
Delayed: E = 2.24625, Time = 2025-09-08 13:55:36.0
Prompt: E = 3.00799, Time = 2025-09-08 14:08:35.5
Delayed: E = 2.28623, Time = 2025-09-08 14:08:35.5
Prompt: E = 4.61196, Time = 2025-09-08 14:22:13.5
Delayed: E = 2.20489, Time = 2025-09-08 14:22:13.5
Prompt: E = 3.20193, Time = 2025-09-08 15:16:52.2
Delayed: E = 2.1071, Time = 2025-09-08 15:16:52.2
Prompt: E = 4.6975, Time = 2025-09-08 15:53:24.0
Delayed: E = 2.3087, Time = 2025-09-08 15:53:24.0
Prompt: E = 6.11512, Time = 2025-09-08 16:13:11.1
Delayed: E = 2.18921, Time = 2025-09-08 16:13:11.1
Prompt: E = 5.2155, Time = 2025-09-08 16:38:41.9
Delayed: E = 2.21837, Time = 2025-09-08 16:38:41.9
Prompt: E = 7.88852, Time = 2025-09-08 17:06:04.5
Delayed: E = 2.25091, Time = 2025-09-08 17:06:04.5
Prompt: E = 0.927775, Time = 2025-09-08 17:07:31.3
Delayed: E = 2.25632, Time = 2025-09-08 17:07:31.3
Prompt: E = 3.61762, Time = 2025-09-08 17:17:08.5
Delayed: E = 2.19512, Time = 2025-09-08 17:17:08.5
Prompt: E = 0.7272, Time = 2025-09-08 18:16:23.4
Delayed: E = 2.24521, Time = 2025-09-08 18:16:23.4
Prompt: E = 4.82397, Time = 2025-09-08 18:46:28.4
Delayed: E = 2.17035, Time = 2025-09-08 18:46:28.4
Prompt: E = 3.86017, Time = 2025-09-08 18:49:52.2
Delayed: E = 2.21348, Time = 2025-09-08 18:49:52.2
Prompt: E = 5.52737, Time = 2025-09-08 19:28:33.3
Delayed: E = 2.23048, Time = 2025-09-08 19:28:33.3
Prompt: E = 2.71286, Time = 2025-09-08 19:30:25.6
Delayed: E = 2.24384, Time = 2025-09-08 19:30:25.6
Prompt: E = 4.56249, Time = 2025-09-08 19:35:58.0
Delayed: E = 2.36864, Time = 2025-09-08 19:35:58.0
Prompt: E = 2.02243, Time = 2025-09-08 19:59:52.8
Delayed: E = 2.2555, Time = 2025-09-08 19:59:52.8
Prompt: E = 1.3843, Time = 2025-09-08 20:44:52.6
Delayed: E = 2.23088, Time = 2025-09-08 20:44:52.6
Prompt: E = 5.94354, Time = 2025-09-08 20:47:25.9
Delayed: E = 2.18383, Time = 2025-09-08 20:47:25.9
Prompt: E = 2.58055, Time = 2025-09-08 21:33:06.5
Delayed: E = 2.18823, Time = 2025-09-08 21:33:06.5
Prompt: E = 6.63918, Time = 2025-09-08 22:00:19.3
Delayed: E = 2.24882, Time = 2025-09-08 22:00:19.3
Prompt: E = 5.20787, Time = 2025-09-08 22:23:13.3
Delayed: E = 2.20784, Time = 2025-09-08 22:23:13.3
Prompt: E = 4.73179, Time = 2025-09-08 23:36:25.4
Delayed: E = 2.19875, Time = 2025-09-08 23:36:25.4
Prompt: E = 6.11844, Time = 2025-09-09 00:00:32.0
Delayed: E = 2.17052, Time = 2025-09-09 00:00:32.0
Prompt: E = 1.31381, Time = 2025-09-09 00:12:56.8
Delayed: E = 2.14932, Time = 2025-09-09 00:12:56.8
Prompt: E = 1.46525, Time = 2025-09-09 01:15:13.8
Delayed: E = 2.28503, Time = 2025-09-09 01:15:13.8
Prompt: E = 3.84762, Time = 2025-09-09 02:34:09.1
Delayed: E = 2.26794, Time = 2025-09-09 02:34:09.1
Prompt: E = 1.38769, Time = 2025-09-09 02:48:59.2
Delayed: E = 2.23693, Time = 2025-09-09 02:48:59.2
Prompt: E = 3.81226, Time = 2025-09-09 02:59:36.0
Delayed: E = 2.27749, Time = 2025-09-09 02:59:36.0
Prompt: E = 9.00763, Time = 2025-09-09 04:06:39.0
Delayed: E = 2.19836, Time = 2025-09-09 04:06:39.0
Prompt: E = 2.8483, Time = 2025-09-09 04:13:49.2
Delayed: E = 2.20657, Time = 2025-09-09 04:13:49.2
Prompt: E = 7.76732, Time = 2025-09-09 04:19:20.9
Delayed: E = 2.22886, Time = 2025-09-09 04:19:20.9
Prompt: E = 3.88057, Time = 2025-09-09 09:17:34.4
Delayed: E = 2.2707, Time = 2025-09-09 09:17:34.4
Prompt: E = 5.59118, Time = 2025-09-09 09:28:03.7
Delayed: E = 2.25694, Time = 2025-09-09 09:28:03.7
Prompt: E = 4.91463, Time = 2025-09-09 09:37:50.2
Delayed: E = 2.31283, Time = 2025-09-09 09:37:50.2
Prompt: E = 4.57387, Time = 2025-09-09 10:52:14.3
Delayed: E = 2.21279, Time = 2025-09-09 10:52:14.3
Prompt: E = 4.60151, Time = 2025-09-09 11:16:43.4
Delayed: E = 2.2583, Time = 2025-09-09 11:16:43.4
Prompt: E = 3.29329, Time = 2025-09-09 12:15:34.4
Delayed: E = 2.16126, Time = 2025-09-09 12:15:34.4
Prompt: E = 1.15076, Time = 2025-09-09 13:28:21.9
Delayed: E = 2.1982, Time = 2025-09-09 13:28:21.9
Prompt: E = 3.18536, Time = 2025-09-09 13:31:44.3
Delayed: E = 2.31903, Time = 2025-09-09 13:31:44.3
Prompt: E = 3.27898, Time = 2025-09-09 13:54:33.8
Delayed: E = 2.25783, Time = 2025-09-09 13:54:33.8
Prompt: E = 5.16466, Time = 2025-09-09 14:09:03.3
Delayed: E = 2.19216, Time = 2025-09-09 14:09:03.3
Prompt: E = 3.37952, Time = 2025-09-09 14:13:33.5
Delayed: E = 2.16063, Time = 2025-09-09 14:13:33.5
Prompt: E = 4.94797, Time = 2025-09-09 14:32:11.5
Delayed: E = 2.26953, Time = 2025-09-09 14:32:11.5
Prompt: E = 1.89132, Time = 2025-09-09 15:06:18.4
Delayed: E = 2.16802, Time = 2025-09-09 15:06:18.4
Prompt: E = 4.4819, Time = 2025-09-09 15:22:21.1
Delayed: E = 2.2622, Time = 2025-09-09 15:22:21.1
Prompt: E = 3.88908, Time = 2025-09-09 16:28:32.4
Delayed: E = 2.13764, Time = 2025-09-09 16:28:32.4
Prompt: E = 1.36479, Time = 2025-09-09 16:46:13.7
Delayed: E = 2.24921, Time = 2025-09-09 16:46:13.7
Prompt: E = 5.7218, Time = 2025-09-09 16:53:14.2
Delayed: E = 2.28692, Time = 2025-09-09 16:53:14.2
Prompt: E = 2.67338, Time = 2025-09-09 17:01:35.1
Delayed: E = 2.22628, Time = 2025-09-09 17:01:35.1
Prompt: E = 2.55565, Time = 2025-09-09 17:42:22.9
Delayed: E = 2.28117, Time = 2025-09-09 17:42:22.9
Prompt: E = 1.30537, Time = 2025-09-09 18:16:18.3
Delayed: E = 2.17824, Time = 2025-09-09 18:16:18.3
Prompt: E = 4.1678, Time = 2025-09-09 19:46:31.2
Delayed: E = 2.23682, Time = 2025-09-09 19:46:31.2
Prompt: E = 5.66545, Time = 2025-09-09 20:55:14.5
Delayed: E = 2.29087, Time = 2025-09-09 20:55:14.5
Prompt: E = 4.18403, Time = 2025-09-09 21:05:29.4
Delayed: E = 2.23217, Time = 2025-09-09 21:05:29.4
Prompt: E = 3.75747, Time = 2025-09-09 21:29:44.5
Delayed: E = 2.2576, Time = 2025-09-09 21:29:44.5
Prompt: E = 1.58583, Time = 2025-09-09 22:45:15.9
Delayed: E = 2.24928, Time = 2025-09-09 22:45:15.9
Prompt: E = 6.02746, Time = 2025-09-09 22:50:02.5
Delayed: E = 2.24199, Time = 2025-09-09 22:50:02.5
Prompt: E = 5.17841, Time = 2025-09-09 22:54:05.7
Delayed: E = 2.25834, Time = 2025-09-09 22:54:05.7
Prompt: E = 4.50793, Time = 2025-09-09 23:26:41.0
Delayed: E = 2.24293, Time = 2025-09-09 23:26:41.0
Prompt: E = 3.64387, Time = 2025-09-09 23:34:08.4
Delayed: E = 2.26208, Time = 2025-09-09 23:34:08.4
Prompt: E = 4.86068, Time = 2025-09-10 00:24:35.9
Delayed: E = 2.3066, Time = 2025-09-10 00:24:35.9
Prompt: E = 5.01839, Time = 2025-09-10 00:34:50.5
Delayed: E = 2.23373, Time = 2025-09-10 00:34:50.5
Prompt: E = 5.50439, Time = 2025-09-10 00:52:08.5
Delayed: E = 2.27735, Time = 2025-09-10 00:52:08.5
